trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.005, 'e': 0.4005166260908188}",20,0,0.7507306320060707,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
184,False,"{'a': 0.005, 'e': 0.39851904108451414}",20,10,13.014388806629242,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.005, 'e': 0.39653141907499284}",20,14,-29.466767657515824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.005, 'e': 0.3945537103716011}",30,4,-24.38648558857191,"{0: 21, 1: 0, 2: 4, 3: 1, 4: 0}",1
187,False,"{'a': 0.005, 'e': 0.39258586553151836}",25,3,-29.000696719337977,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.005, 'e': 0.3906278353585211}",20,9,2.1639309089364662,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.005, 'e': 0.388679570901753}",20,6,-7.109696176197287,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.005, 'e': 0.3867410234545012}",20,3,-29.4588981788958,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.005, 'e': 0.3848121445529785}",25,9,10.067680685362213,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.005, 'e': 0.38289288597511206}",25,14,-6.901904430824504,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.005, 'e': 0.38098319973933725}",20,8,-3.272665496510836,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.005, 'e': 0.37908303810339883}",25,17,-39.870559038154354,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.005, 'e': 0.37719235356315695}",20,0,-98.26864867190093,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
196,False,"{'a': 0.005, 'e': 0.37531109885139957}",35,22,22.813043208420254,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.005, 'e': 0.37343922693666093}",20,0,-11.029770331135111,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
198,False,"{'a': 0.005, 'e': 0.3715766910220457}",20,6,18.299083755162663,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.005, 'e': 0.369723444544059}",20,9,6.777637356065234,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.005, 'e': 0.36787944117144233}",20,12,6.281247440661213,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.005, 'e': 0.36604463480401533}",20,4,27.500492891656435,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.005, 'e': 0.3642189795715233}",20,10,-10.67097687904337,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.005, 'e': 0.36240242983249027}",25,17,1.6369975962488637,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.005, 'e': 0.3605949401730783}",20,16,7.717443162205651,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.005, 'e': 0.3587964654059516}",20,5,-5.842029788500383,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.005, 'e': 0.3570069605691474}",20,13,5.751181543230504,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.005, 'e': 0.3552263809249515}",25,0,6.9680535727830515,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
208,False,"{'a': 0.005, 'e': 0.35345468195878016}",20,6,30.520154002794413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.005, 'e': 0.3516918193780669}",25,18,13.138290386646364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.005, 'e': 0.3499377491111553}",25,11,-36.43478366887155,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
211,False,"{'a': 0.005, 'e': 0.3481924273061976}",35,17,14.40583028621429,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.005, 'e': 0.3464558103300574}",25,0,-27.509130754166566,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
213,False,"{'a': 0.005, 'e': 0.3447278547672202}",20,12,14.616372555625489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.005, 'e': 0.34300851741870664}",30,19,-28.393798997123024,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.005, 'e': 0.3412977553009937}",20,9,-4.861293657445021,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.005, 'e': 0.3395955256449391}",25,13,15.349303230611618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.005, 'e': 0.33790178589471304}",25,12,-17.840178854826828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.005, 'e': 0.3362164937067333}",20,4,-33.99413082471919,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
219,False,"{'a': 0.005, 'e': 0.3345396069486076}",20,6,2.352003994544182,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.005, 'e': 0.33287108369807955}",20,4,19.429720969522428,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.005, 'e': 0.331210882241981}",20,4,-4.858108370042204,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.005, 'e': 0.32955896107518906}",25,15,17.36904597239533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.005, 'e': 0.32791527889958855}",30,13,-31.744407118524926,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.005, 'e': 0.32627979462303947}",25,17,-26.81117350528911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.005, 'e': 0.32465246735834974}",20,2,-11.589196377429793,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.005, 'e': 0.3230332564222529}",20,0,30.894300159631694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.005, 'e': 0.32142212133439135}",25,6,-8.009957746856658,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
228,False,"{'a': 0.005, 'e': 0.31981902181630384}",30,19,4.971548581022481,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.005, 'e': 0.3182239177904191}",25,12,-3.343885555092934,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.005, 'e': 0.31663676937905316}",25,17,13.304041197574644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.005, 'e': 0.3150575369034133}",30,14,-2.2757007103314844,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
232,False,"{'a': 0.005, 'e': 0.3134861808826053}",30,18,22.737432336036772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.005, 'e': 0.31192266203264674}",20,11,-3.1245474150532466,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.005, 'e': 0.31036694126548503}",20,8,13.450721492964043,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.005, 'e': 0.30881897968801986}",20,0,-74.34634448389751,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
236,False,"{'a': 0.005, 'e': 0.30727873860113125}",25,12,5.275773786845923,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.005, 'e': 0.30574617949871175}",20,7,10.996723861067641,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.005, 'e': 0.3042212640667041}",30,18,-28.058730257033716,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.005, 'e': 0.30270395418214285}",30,17,-0.2678916731203316,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
240,False,"{'a': 0.005, 'e': 0.30119421191220214}",20,11,-6.581399890860171,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.005, 'e': 0.2996919995132463}",25,20,8.945338822853074,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.005, 'e': 0.2981972794298874}",20,16,7.691217882482137,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.005, 'e': 0.29671001429404525}",20,2,-110.1330362828898,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 2}",1
244,False,"{'a': 0.005, 'e': 0.2952301669240142}",20,0,-68.60339450437283,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
245,False,"{'a': 0.005, 'e': 0.29375770032353277}",20,14,7.750385014018293,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.005, 'e': 0.2922925776808594}",30,19,2.856222020856187,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.005, 'e': 0.29083476236785155}",20,7,25.889853323559024,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.005, 'e': 0.2893842179390506}",20,0,22.468402595958636,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.005, 'e': 0.2879409081307702}",25,0,34.06831871466015,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.005, 'e': 0.2865047968601901}",25,17,-19.816608975294706,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
251,False,"{'a': 0.005, 'e': 0.28507584822445353}",25,14,-0.6874680317552704,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
252,False,"{'a': 0.005, 'e': 0.2836540264997704}",20,3,-21.772885740464957,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
253,False,"{'a': 0.005, 'e': 0.2822392961405233}",25,7,-106.71928767590762,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 3}",1
254,False,"{'a': 0.005, 'e': 0.2808316217783798}",35,26,11.12696639254628,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.005, 'e': 0.2794309682214073}",20,15,9.636216038523617,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.005, 'e': 0.27803730045319414}",30,0,6.25933031741959,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
257,False,"{'a': 0.005, 'e': 0.2766505836319734}",25,4,-92.38874413210777,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 2}",1
258,False,"{'a': 0.005, 'e': 0.27527078308975234}",25,6,-0.8804595318075432,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.005, 'e': 0.2738978643314456}",20,10,-28.71211121906935,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
260,False,"{'a': 0.005, 'e': 0.2725317930340126}",20,11,18.052488672827067,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.005, 'e': 0.2711725350455999}",20,7,14.150576422000771,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.005, 'e': 0.2698200563846868}",20,1,-6.729109164490264,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.005, 'e': 0.2684743232392366}",30,0,6.8310217441808705,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
264,False,"{'a': 0.005, 'e': 0.26713530196585034}",20,10,18.562564963597566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.005, 'e': 0.2658029590889266}",20,6,26.268839382137394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.005, 'e': 0.26447726129982396}",25,19,-29.971817406508425,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.005, 'e': 0.2631581754560287}",30,4,24.28296185960626,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.005, 'e': 0.261845668580326}",25,16,4.004242320846556,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.005, 'e': 0.2605397078599756}",25,18,11.362585543636062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.005, 'e': 0.2592402606458915}",25,7,-46.47606440659995,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
271,False,"{'a': 0.005, 'e': 0.2579472944518257}",30,19,21.464212753439522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.005, 'e': 0.2566607769535559}",20,6,24.353523673309162,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.005, 'e': 0.2553806759880777}",25,4,-49.517242598403826,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
274,False,"{'a': 0.005, 'e': 0.25410695955280027}",25,9,25.13489346257265,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.005, 'e': 0.25283959580474646}",20,13,-6.454071481276136,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.005, 'e': 0.25157855305975646}",25,14,9.682884258040064,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.005, 'e': 0.2503237997916961}",20,14,9.916088717968561,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.005, 'e': 0.24907530463166816}",25,0,-3.061194652366604,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
279,False,"{'a': 0.005, 'e': 0.24783303636722875}",25,17,15.700561121757122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.005, 'e': 0.24659696394160643}",25,18,14.202771520675945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.005, 'e': 0.24536705645292634}",20,3,22.51957960116235,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.005, 'e': 0.2441432831534371}",20,6,23.88899541249638,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.005, 'e': 0.24292561344874244}",20,9,18.556838066289725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.005, 'e': 0.24171401689703645}",20,1,21.631433042739378,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.005, 'e': 0.24050846320834213}",20,13,12.311797496026223,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.005, 'e': 0.23930892224375455}",20,9,7.023220832619475,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.005, 'e': 0.23811536401468703}",30,3,0.45262992793063384,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 0}",1
288,False,"{'a': 0.005, 'e': 0.23692775868212176}",25,0,-23.99795821962895,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
289,False,"{'a': 0.005, 'e': 0.23574607655586352}",25,7,18.81740681900109,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.005, 'e': 0.23457028809379765}",30,18,-12.766803257057544,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
291,False,"{'a': 0.005, 'e': 0.23340036390115132}",30,20,20.413676852790477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.005, 'e': 0.23223627472975883}",20,11,-4.091346367487534,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.005, 'e': 0.23107799147733019}",25,0,20.52686282213392,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.005, 'e': 0.22992548518672384}",25,8,33.19316329356961,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.005, 'e': 0.22877872704522242}",20,13,1.0475016895843887,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.005, 'e': 0.22763768838381274}",20,12,12.903091467483478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.005, 'e': 0.22650234067646874}",20,10,21.083841754226555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.005, 'e': 0.22537265553943872}",20,8,22.517708319088985,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.005, 'e': 0.22424860473053532}",25,9,10.05820757727905,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.005, 'e': 0.22313016014842982}",30,16,-6.415490288979481,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.005, 'e': 0.22201729383194937}",25,0,2.1734443463470887,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
302,False,"{'a': 0.005, 'e': 0.2209099779593782}",25,15,0.21809838300749185,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.005, 'e': 0.21980818484776168}",20,12,-20.049490869065863,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
304,False,"{'a': 0.005, 'e': 0.21871188695221475}",25,10,16.884690192439752,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.005, 'e': 0.21762105686523284}",20,0,-14.601362320484808,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
306,False,"{'a': 0.005, 'e': 0.21653566731600707}",25,13,9.863020233418993,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.005, 'e': 0.21545569116974203}",35,21,-26.406714648255882,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.005, 'e': 0.21438110142697794}",30,21,13.918474928999487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.005, 'e': 0.21331187122291523}",30,4,24.287746277822762,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.005, 'e': 0.21224797382674304}",25,4,24.659429996936808,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.005, 'e': 0.21118938264097117}",25,14,22.926487571273732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.005, 'e': 0.21013607120076472}",25,19,10.674395345455643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.005, 'e': 0.20908801317328293}",30,16,27.006354317529514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.005, 'e': 0.20804518235702046}",25,17,2.529102973746955,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.005, 'e': 0.20700755268115265}",25,15,20.305508354528527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.005, 'e': 0.20597509820488344}",30,17,22.658300175008364,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.005, 'e': 0.2049477931167973}",25,6,-63.71577830647762,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
318,False,"{'a': 0.005, 'e': 0.20392561173421342}",25,15,10.896030814585927,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.005, 'e': 0.20290852850254407}",30,17,22.419153724339893,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.005, 'e': 0.20189651799465538}",20,4,-26.753674029865646,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
321,False,"{'a': 0.005, 'e': 0.20088955491023208}",20,13,12.66280187530066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.005, 'e': 0.1998876140751445}",35,23,-15.926463088912595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.005, 'e': 0.19889067044081962}",30,22,3.3651880628329165,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.005, 'e': 0.19789869908361465}",25,10,12.639268343965293,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.005, 'e': 0.19691167520419406}",20,15,-5.039245139383356,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.005, 'e': 0.19592957412690934}",25,17,14.300153451688114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.005, 'e': 0.1949523712991825}",30,9,-5.666598306238054,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
328,False,"{'a': 0.005, 'e': 0.19398004229089189}",25,3,-27.318204620079044,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
329,False,"{'a': 0.005, 'e': 0.19301256279376172}",20,5,22.523052662832242,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.005, 'e': 0.19204990862075408}",30,15,-20.763713437305125,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.005, 'e': 0.19109205570546464}",25,18,-7.078575905881423,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.005, 'e': 0.1901389801015205}",30,12,-60.1572677915348,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
333,False,"{'a': 0.005, 'e': 0.18919065798198204}",25,13,24.574688475444628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.005, 'e': 0.1882470656387468}",20,2,18.56208437064538,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.005, 'e': 0.18730817948195702}",20,14,0.5325694772168095,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.005, 'e': 0.18637397603940997}",30,12,15.364775789127979,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.005, 'e': 0.18544443195597088}",20,0,-52.9053441428657,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
338,False,"{'a': 0.005, 'e': 0.18451952399298926}",25,0,16.309943560645564,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
339,False,"{'a': 0.005, 'e': 0.18359922902771786}",25,13,24.06139613417306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.005, 'e': 0.18268352405273466}",30,12,12.079102289016332,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.005, 'e': 0.1817723861753675}",20,15,8.150507458395019,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.005, 'e': 0.1808657926171221}",25,16,16.24765893764679,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.005, 'e': 0.17996372071311217}",25,15,21.162811801815046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.005, 'e': 0.17906614791149322}",35,25,7.189981801806797,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.005, 'e': 0.1781730517728984}",25,9,-20.047915226076128,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.005, 'e': 0.17728440996987782}",20,12,15.388993072499511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.005, 'e': 0.17640020028634}",25,0,-33.59750029519056,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
348,False,"{'a': 0.005, 'e': 0.17552040061699686}",25,10,27.90203372700876,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.005, 'e': 0.17464498896681085}",20,14,10.019802792753357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.005, 'e': 0.17377394345044514}",30,15,26.48742082521094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.005, 'e': 0.17290724229171636}",20,2,15.163385472213545,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.005, 'e': 0.17204486382305054}",20,0,7.04196819095951,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
353,False,"{'a': 0.005, 'e': 0.1711867864849409}",20,14,9.985937816876271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.005, 'e': 0.17033298882540943}",20,0,9.024976343108637,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
355,False,"{'a': 0.005, 'e': 0.16948344949947006}",25,9,24.660056425256073,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.005, 'e': 0.1686381472685955}",20,2,8.915230226023699,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
357,False,"{'a': 0.005, 'e': 0.16779706100018585}",25,8,19.75303918066751,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.005, 'e': 0.1669601696670407}",25,12,-73.67306256464639,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 2}",1
359,False,"{'a': 0.005, 'e': 0.16612745234683307}",30,16,23.558356685335077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.005, 'e': 0.16529888822158653}",30,18,-23.99761021270907,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.005, 'e': 0.1644744565771549}",20,9,2.969686719317134,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.005, 'e': 0.16365413680270405}",30,13,2.2327271398155393,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.005, 'e': 0.16283790839019696}",25,3,28.360154083427474,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.005, 'e': 0.16202575093388075}",25,4,33.189199220912016,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.005, 'e': 0.16121764412977677}",20,1,-19.34992341761267,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.005, 'e': 0.16041356777517274}",20,2,30.215670574103996,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.005, 'e': 0.15961350176811803}",25,6,23.425755688735585,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
