trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.005, 'e': 0.15881742610692068}",25,18,1.7269470937137568,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.005, 'e': 0.1580253208896478}",20,0,34.29767256756194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.005, 'e': 0.1572371663136276}",20,12,3.9376607232305183,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.005, 'e': 0.15645294267495474}",25,3,-24.764047538146972,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 0}",1
372,False,"{'a': 0.005, 'e': 0.1556726303679973}",20,6,-18.67705540424291,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.005, 'e': 0.15489620988490704}",20,4,12.671530855333762,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.005, 'e': 0.1541236618151314}",30,8,39.080760086636026,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.005, 'e': 0.15335496684492847}",35,21,27.561128568333245,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.005, 'e': 0.15259010575688386}",25,13,21.60201593627276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.005, 'e': 0.1518290594294306}",20,10,-5.413873336861368,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
378,False,"{'a': 0.005, 'e': 0.15107180883637084}",30,14,-8.479602125282046,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
379,False,"{'a': 0.005, 'e': 0.15031833504640033}",25,12,22.81917313202081,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.005, 'e': 0.14956861922263504}",30,16,0.6991862914567699,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
381,False,"{'a': 0.005, 'e': 0.14882264262214037}",20,2,15.666259512421005,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.005, 'e': 0.14808038659546244}",20,8,20.304066237564736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.005, 'e': 0.14734183258616193}",20,14,3.62282508671853,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.005, 'e': 0.14660696213035015}",20,8,17.704126053149892,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.005, 'e': 0.14587575685622736}",25,7,3.444792475238991,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
386,False,"{'a': 0.005, 'e': 0.14514819848362373}",20,11,9.504545090105399,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.005, 'e': 0.14442426882354198}",20,11,19.7378967965794,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.005, 'e': 0.14370394977770293}",20,12,15.440335621313512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.005, 'e': 0.14298722333809288}",20,13,12.215523332688285,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.005, 'e': 0.1422740715865136}",20,1,18.051715779727832,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.005, 'e': 0.14156447669413402}",25,5,14.013417911362007,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.005, 'e': 0.140858420921045}",30,14,7.857098120124475,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.005, 'e': 0.14015588661581535}",25,18,13.982804977473624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.005, 'e': 0.13945685621505094}",30,11,-24.772291833567625,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
395,False,"{'a': 0.005, 'e': 0.13876131224295524}",25,13,1.4926072317490982,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.005, 'e': 0.13806923731089282}",25,14,22.088139027297498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.005, 'e': 0.13738061411695424}",20,13,10.855338137583573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.005, 'e': 0.13669542544552385}",25,14,22.112618844447976,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.005, 'e': 0.13601365416684916}",25,12,1.6941370361325732,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.005, 'e': 0.1353352832366127}",25,12,13.785381607540671,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.005, 'e': 0.13466029569550586}",20,15,3.3285583265414997,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.005, 'e': 0.13398867466880493}",25,14,19.19053649344175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.005, 'e': 0.13332040336594936}",20,15,9.999254744019613,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.005, 'e': 0.13265546508012172}",25,17,16.685145344808106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.005, 'e': 0.13199384318783022}",20,10,-3.8264014746963046,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
406,False,"{'a': 0.005, 'e': 0.13133552114849303}",25,5,32.27343309489695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.005, 'e': 0.13068048250402503}",30,8,34.67427614798415,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.005, 'e': 0.1300287108784259}",25,7,31.612053220354177,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.005, 'e': 0.12938018997737108}",25,11,-1.9868296365957698,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
410,False,"{'a': 0.005, 'e': 0.12873490358780423}",25,14,20.609632082171643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.005, 'e': 0.12809283557753198}",30,16,27.96952195734597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.005, 'e': 0.12745396989482075}",30,16,27.507576841651705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.005, 'e': 0.1268182905679951}",20,12,15.324162623991866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.005, 'e': 0.12618578170503877}",20,12,-8.516391395894233,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
415,False,"{'a': 0.005, 'e': 0.1255564274931972}",25,10,-8.244962349184881,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
416,False,"{'a': 0.005, 'e': 0.12493021219858241}",30,7,-11.1214622336724,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
417,False,"{'a': 0.005, 'e': 0.12430712016577938}",20,11,10.061573486501866,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.005, 'e': 0.12368713581745483}",20,8,19.27417058172258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.005, 'e': 0.12307024365396771}",20,12,17.6570596811444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.005, 'e': 0.1224564282529819}",25,14,14.876245238269345,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.005, 'e': 0.12184567426908036}",20,10,19.80345850533878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.005, 'e': 0.12123796643338168}",20,11,-5.5899717730839384,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.005, 'e': 0.12063328955315826}",25,16,15.896604003986884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.005, 'e': 0.12003162851145673}",20,0,-12.774303573321646,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
425,False,"{'a': 0.005, 'e': 0.11943296826671962}",25,7,31.819540966408805,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.005, 'e': 0.11883729385240965}",25,18,13.414069665962822,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.005, 'e': 0.1182445903766354}",20,13,9.396214982393952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.005, 'e': 0.11765484302177918}",30,16,26.47654861485451,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.005, 'e': 0.11706803704412637}",20,12,13.4830768127356,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.005, 'e': 0.11648415777349697}",25,19,-28.956357012585578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
431,False,"{'a': 0.005, 'e': 0.11590319061287874}",30,13,29.199204037862216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.005, 'e': 0.11532512103806251}",25,18,6.756673272884742,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.005, 'e': 0.11474993459727875}",20,0,29.72699492526989,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.005, 'e': 0.1141776169108365}",25,14,20.0714905362676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.005, 'e': 0.11360815367076371}",25,7,-14.098799224127475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
436,False,"{'a': 0.005, 'e': 0.11304153064044985}",25,13,10.51892532863725,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.005, 'e': 0.11247773365428958}",20,9,-1.040362253917512,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
438,False,"{'a': 0.005, 'e': 0.11191674861732888}",25,5,-14.317839663259372,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
439,False,"{'a': 0.005, 'e': 0.11135856150491262}",20,6,25.955100717954963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.005, 'e': 0.11080315836233387}",20,1,25.65661240655981,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.005, 'e': 0.11025052530448522}",25,0,39.29605597526067,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
442,False,"{'a': 0.005, 'e': 0.10970064851551141}",25,13,23.13543333084239,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.005, 'e': 0.10915351424846406}",20,8,22.1798047888526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.005, 'e': 0.10860910882495796}",30,19,16.57042929379653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.005, 'e': 0.10806741863482926}",20,16,8.961548553124498,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.005, 'e': 0.10752843013579495}",30,18,24.582110437631275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.005, 'e': 0.10699212985311449}",20,4,26.17361576257864,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.005, 'e': 0.1064585043792528}",25,11,24.49476069692392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.005, 'e': 0.10592754037354536}",25,18,14.61335287128658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.005, 'e': 0.10539922456186433}",30,22,11.686810762374606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.005, 'e': 0.1048735437362869}",25,6,20.35718151507233,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.005, 'e': 0.104350484754765}",25,14,19.258309377729198,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.005, 'e': 0.10383003454079692}",25,13,24.212077001914572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.005, 'e': 0.1033121800831002}",20,9,16.63674206485234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.005, 'e': 0.1027969084352864}",20,0,-44.52741703843354,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
456,False,"{'a': 0.005, 'e': 0.10228420671553744}",20,2,27.333849515307953,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.005, 'e': 0.10177406210628372}",30,22,14.223366604551956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.005, 'e': 0.1012664618538834}",25,11,19.6607296756246,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.005, 'e': 0.10076139326830373}",20,16,4.969830401131744,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.005, 'e': 0.1002588437228037}",20,3,29.100754745249684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.005, 'e': 0.09975880065361863}",25,13,21.619383524490107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.005, 'e': 0.09926125155964566}",20,6,26.54119851142395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.005, 'e': 0.09876618400213154}",30,3,20.325547226269403,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.005, 'e': 0.09827358560436154}",30,12,33.53922445336672,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.005, 'e': 0.09778344405135005}",25,15,16.596593857295268,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.005, 'e': 0.09729574708953276}",30,22,9.428106093111516,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.005, 'e': 0.09681048252646021}",25,13,6.476762321838631,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.005, 'e': 0.09632763823049303}",25,6,4.822780743995159,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
469,False,"{'a': 0.005, 'e': 0.09584720213049865}",20,4,25.96623666905857,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.005, 'e': 0.09536916221554961}",20,13,0.7724050271201912,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.005, 'e': 0.09489350653462311}",20,6,21.555118853922103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.005, 'e': 0.09442022319630235}",20,9,6.62620019115493,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.005, 'e': 0.09394930036847918}",20,13,12.477616789556965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.005, 'e': 0.09348072627805847}",25,11,29.058971256529468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.005, 'e': 0.09301448921066349}",20,5,27.70865631580003,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.005, 'e': 0.09255057751034329}",25,17,14.758341324353145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.005, 'e': 0.09208897957928115}",30,22,16.11360053419197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.005, 'e': 0.09162968387750484}",30,19,-40.13626193957827,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
479,False,"{'a': 0.005, 'e': 0.09117267892259785}",30,17,13.866576847453604,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.005, 'e': 0.09071795328941251}",20,15,8.870053043997338,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.005, 'e': 0.09026549560978427}",25,14,9.65800734584618,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.005, 'e': 0.08981529457224763}",25,0,41.363844417815365,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,False,"{'a': 0.005, 'e': 0.08936733892175319}",20,0,30.469918791830455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
484,False,"{'a': 0.005, 'e': 0.08892161745938634}",25,13,23.938236391877556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.005, 'e': 0.08847811904208727}",30,19,23.231102405159344,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.005, 'e': 0.08803683258237255}",20,12,13.807244759460438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.005, 'e': 0.08759774704805763}",25,11,8.665214578692956,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.005, 'e': 0.0871608514619813}",25,8,32.37517823854059,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.005, 'e': 0.08672613490173114}",25,15,8.243106067758147,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.005, 'e': 0.0862935864993705}",25,16,15.907321469913892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.005, 'e': 0.08586319544116683}",20,9,17.902033648706798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.005, 'e': 0.08543495096732123}",30,11,14.355595364244092,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
493,False,"{'a': 0.005, 'e': 0.08500884237169956}",30,18,21.16233520956553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.005, 'e': 0.08458485900156469}",30,9,30.396972438777766,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.005, 'e': 0.08416299025731036}",25,14,19.4590700671587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.005, 'e': 0.08374322559219596}",20,6,13.06579186056767,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.005, 'e': 0.083325554512083}",25,14,19.123136091916308,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.005, 'e': 0.08290996657517266}",20,1,28.91158887500785,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.005, 'e': 0.08249645139174498}",25,7,19.129430085285165,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.005, 'e': 0.0820849986238988}",20,14,10.139194660041037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.005, 'e': 0.08167559798529346}",20,3,20.175697764737144,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.005, 'e': 0.08126823924089167}",20,14,10.32160814617576,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.005, 'e': 0.08086291220670366}",25,15,3.914754532858013,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.005, 'e': 0.08045960674953244}",20,8,-60.475818854308486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
505,False,"{'a': 0.005, 'e': 0.08005831278672054}",20,10,-19.459182087483356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
506,False,"{'a': 0.005, 'e': 0.07965902028589801}",20,15,7.215353241290863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.005, 'e': 0.07926171926473155}",25,14,9.645254198268857,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.005, 'e': 0.07886639979067495}",25,13,-0.7293510895938606,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.005, 'e': 0.07847305198072073}",30,12,32.44436471272155,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.005, 'e': 0.07808166600115313}",25,3,22.515523760670156,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.005, 'e': 0.07769223206730236}",20,13,-8.280648910631315,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
512,False,"{'a': 0.005, 'e': 0.07730474044329974}",25,13,21.521129978974475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.005, 'e': 0.0769191814418345}",30,16,18.41906363927322,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.005, 'e': 0.07653554542391151}",20,10,19.703256423670076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.005, 'e': 0.07615382279861033}",20,3,17.28172063330342,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.005, 'e': 0.07577400402284548}",25,14,7.081649157102075,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.005, 'e': 0.07539607960112776}",30,15,27.815986349608405,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.005, 'e': 0.07502004008532698}",20,10,18.68174752585095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.005, 'e': 0.07464587607443557}",25,19,13.795040542442464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.005, 'e': 0.07427357821433388}",20,7,21.66902351466687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.005, 'e': 0.07390313719755595}",30,24,11.623750950192793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.005, 'e': 0.0735345437630571}",30,19,20.774113746090123,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.005, 'e': 0.07316778869598221}",25,15,5.6453349765008785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.005, 'e': 0.07280286282743559}",20,10,15.609028233204157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.005, 'e': 0.07243975703425146}",20,6,21.48032068831865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.005, 'e': 0.0720784622387661}",25,14,11.522010259269734,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.005, 'e': 0.07171896940859077}",25,0,22.5881551510688,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
528,False,"{'a': 0.005, 'e': 0.07136126955638605}",25,13,25.762373288212366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.005, 'e': 0.07100535373963698}",25,2,20.406799645205698,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.005, 'e': 0.0706512130604296}",25,20,10.5317853717705,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.005, 'e': 0.07029883866522844}",25,20,7.787936333200405,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.005, 'e': 0.06994822174465536}",20,10,17.921930915682598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.005, 'e': 0.06959935353326901}",25,15,17.692475223701365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.005, 'e': 0.069252225309346}",30,20,18.971527882466706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.005, 'e': 0.06890682839466256}",25,0,-0.9535659153979836,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
536,False,"{'a': 0.005, 'e': 0.06856315415427791}",20,10,-25.06296290154372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
537,False,"{'a': 0.005, 'e': 0.06822119399631812}",25,11,24.60806749455001,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.005, 'e': 0.06788093937176144}",20,13,12.838808895557705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.005, 'e': 0.06754238177422452}",30,15,28.5183022006895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.005, 'e': 0.06720551273974976}",30,17,22.37411892718673,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.005, 'e': 0.0668703238465938}",20,7,20.720397212042094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.005, 'e': 0.06653680671501686}",25,13,25.551365529130514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.005, 'e': 0.06620495300707324}",20,14,10.339234069038959,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.005, 'e': 0.06587475442640295}",25,13,20.59602693175627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.005, 'e': 0.06554620271802433}",20,8,12.667834844650612,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.005, 'e': 0.06521928966812753}",25,9,14.340144787310965,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.005, 'e': 0.06489400710386926}",20,9,20.447137852570528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.005, 'e': 0.06457034689316847}",20,16,7.907672626489548,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.005, 'e': 0.06424830094450308}",35,27,6.718101854971765,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.005, 'e': 0.06392786120670757}",20,13,2.984044316820847,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.005, 'e': 0.0636090196687718}",30,22,15.838839842477057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.005, 'e': 0.0632917683596407}",20,7,23.92071263826224,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
